cd_representante;nm_representante;cd_cliente;nm_cliente;nm_cidade;nr_pedido;dt_emissao;dt_entrega;vl_pedido;qt_produto;vl_unitario;vl_item;cd_produto;nm_produto;ps_unitario;familia_produto
1414;"RAULMAR BENKO GUERRA - ME";290386;" ELOISE HIGUTSI KOMESU-ME";"PRESIDENTE PRUDENTE";131787;2010-09-03;2010-10-01;NULL;25.00;34.16;854.00;94374;"COPO CP330TL003/1 1000UC - ABNT";3.630;COPO
1457;"DOMINGOS REPRESENTACOES LTDA";268313;"A.ANGELONI & CIA.LTDA. - CD";"PORTO BELO";129108;2010-09-09;2010-09-13;NULL;10.00;70.11;701.10;89214;"PRATO PR180/2 1000UC";4.000;PRATO
1457;"DOMINGOS REPRESENTACOES LTDA";268313;"A.ANGELONI & CIA.LTDA. - CD";"PORTO BELO";129108;2010-09-09;2010-09-13;NULL;10.00;52.58;525.80;89222;"PRATO PR210/3 500UC";3.000;PRATO
1457;"DOMINGOS REPRESENTACOES LTDA";268313;"A.ANGELONI & CIA.LTDA. - CD";"PORTO BELO";129108;2010-09-09;2010-09-13;NULL;20.00;55.50;1110.00;89230;"PRATO PR260/3 250UC";3.250;PRATO
1457;"DOMINGOS REPRESENTACOES LTDA";268313;"A.ANGELONI & CIA.LTDA. - CD";"PORTO BELO";129108;2010-09-09;2010-09-13;NULL;5.00;68.42;342.10;89427;"COPO CP200TES/ABNT 2500UC LINHA OURO";5.500;COPO
1465;"ALEXANDRE PACHECO";39322;"ASSOCIACAO IMBRALIT";CRICIUMA;22551;2010-09-09;2010-09-13;NULL;1.00;47.56;47.56;73490;"COPO CP200BES/ABNT 2500UC LINHA OURO";5.500;COPO
1465;"ALEXANDRE PACHECO";39322;"ASSOCIACAO IMBRALIT";CRICIUMA;22551;2010-09-09;2010-09-13;NULL;1.00;62.82;62.82;85944;"COPO CP300T/ABNT 2000UC LINHA OURO";6.600;COPO
1465;"ALEXANDRE PACHECO";39322;"ASSOCIACAO IMBRALIT";CRICIUMA;22551;2010-09-09;2010-09-13;NULL;1.00;47.56;47.56;89427;"COPO CP200TES/ABNT 2500UC LINHA OURO";5.500;COPO
1465;"ALEXANDRE PACHECO";52337;"M.M.ROSSO SUPERMERC.LTDA.";CRICIUMA;910013;2010-09-10;2010-09-15;NULL;5.00;52.90;264.50;4898;"COPO CP200BES/SM/ABNT 2500UC BRANCO";5.500;COPO
1465;"ALEXANDRE PACHECO";52337;"M.M.ROSSO SUPERMERC.LTDA.";CRICIUMA;910013;2010-09-10;2010-09-15;NULL;3.00;52.90;158.70;4901;"COPO CP200TES/SM/ABNT 2500UC TRANSP.";5.500;COPO
1465;"ALEXANDRE PACHECO";52337;"M.M.ROSSO SUPERMERC.LTDA.";CRICIUMA;910013;2010-09-10;2010-09-15;NULL;2.00;39.09;78.18;70106;"COPO CZ50C/ABNT 50ML 5000UC";3.750;COPO
1465;"ALEXANDRE PACHECO";52337;"M.M.ROSSO SUPERMERC.LTDA.";CRICIUMA;910013;2010-09-10;2010-09-15;NULL;4.00;36.70;146.80;73288;"COPO CP330TL003 1000UC LISO";4.000;COPO
1465;"ALEXANDRE PACHECO";52337;"M.M.ROSSO SUPERMERC.LTDA.";CRICIUMA;910013;2010-09-10;2010-09-15;NULL;5.00;47.73;238.65;81396;"COPO CP180BES/ABNT 2500UC LINHA OURO";4.950;COPO
1465;"ALEXANDRE PACHECO";52337;"M.M.ROSSO SUPERMERC.LTDA.";CRICIUMA;910013;2010-09-10;2010-09-15;NULL;4.00;62.50;250.00;85944;"COPO CP300T/ABNT 2000UC LINHA OURO";6.600;COPO
1465;"ALEXANDRE PACHECO";52337;"M.M.ROSSO SUPERMERC.LTDA.";CRICIUMA;910013;2010-09-10;2010-09-15;NULL;5.00;39.90;199.50;89192;"PRATO PF150/4 1000UC";3.500;PRATO
1465;"ALEXANDRE PACHECO";52337;"M.M.ROSSO SUPERMERC.LTDA.";CRICIUMA;910013;2010-09-10;2010-09-15;NULL;2.00;50.00;100.00;89214;"PRATO PR180/2 1000UC";4.000;PRATO
1465;"ALEXANDRE PACHECO";52337;"M.M.ROSSO SUPERMERC.LTDA.";CRICIUMA;910013;2010-09-10;2010-09-15;NULL;5.00;35.80;179.00;89222;"PRATO PR210/3 500UC";3.000;PRATO
1465;"ALEXANDRE PACHECO";52337;"M.M.ROSSO SUPERMERC.LTDA.";CRICIUMA;910013;2010-09-10;2010-09-15;NULL;5.00;40.45;202.25;89230;"PRATO PR260/3 250UC";3.250;PRATO
1465;"ALEXANDRE PACHECO";52337;"M.M.ROSSO SUPERMERC.LTDA.";CRICIUMA;910013;2010-09-10;2010-09-15;NULL;5.00;47.73;238.65;89435;"COPO CP180TES/ABNT 2500UC LINHA OURO";4.950;COPO
1465;"ALEXANDRE PACHECO";52337;"M.M.ROSSO SUPERMERC.LTDA.";CRICIUMA;910013;2010-09-10;2010-09-15;NULL;2.00;49.20;98.40;89494;"COPO CP400B/ABNT 1000UC";5.000;COPO
1465;"ALEXANDRE PACHECO";52337;"M.M.ROSSO SUPERMERC.LTDA.";CRICIUMA;910013;2010-09-10;2010-09-15;NULL;3.00;49.20;147.60;89508;"COPO CP400T/ABNT 1000UC";5.000;COPO
1465;"ALEXANDRE PACHECO";52337;"M.M.ROSSO SUPERMERC.LTDA.";CRICIUMA;910013;2010-09-10;2010-09-15;NULL;4.00;28.50;114.00;89575;"COPO CP250T/ABNT 1000UC (TULIPA)";2.750;COPO
1465;"ALEXANDRE PACHECO";52337;"M.M.ROSSO SUPERMERC.LTDA.";CRICIUMA;910013;2010-09-10;2010-09-15;NULL;4.00;37.50;150.00;97152;"COPO CB80ES/ABNT 2500UC";3.500;COPO
1465;"ALEXANDRE PACHECO";56103;"MERCADO PAULINE LTDA.";"MORRO DA FUMACA";910009;2010-09-10;2010-10-04;NULL;1.00;45.00;45.00;4898;"COPO CP200BES/SM/ABNT 2500UC BRANCO";5.500;COPO
1465;"ALEXANDRE PACHECO";56103;"MERCADO PAULINE LTDA.";"MORRO DA FUMACA";910009;2010-09-10;2010-10-04;NULL;1.00;35.90;35.90;70106;"COPO CZ50C/ABNT 50ML 5000UC";3.750;COPO
1465;"ALEXANDRE PACHECO";56103;"MERCADO PAULINE LTDA.";"MORRO DA FUMACA";910009;2010-09-10;2010-10-04;NULL;4.00;53.27;213.08;71480;"COPO CP300ABNT/1 2000UC LINHA OURO";6.600;COPO
1465;"ALEXANDRE PACHECO";56103;"MERCADO PAULINE LTDA.";"MORRO DA FUMACA";910009;2010-09-10;2010-10-04;NULL;2.00;36.36;72.72;73288;"COPO CP330TL003 1000UC LISO";4.000;COPO
1465;"ALEXANDRE PACHECO";56103;"MERCADO PAULINE LTDA.";"MORRO DA FUMACA";910009;2010-09-10;2010-10-04;NULL;2.00;44.54;89.08;73490;"COPO CP200BES/ABNT 2500UC LINHA OURO";5.500;COPO
1465;"ALEXANDRE PACHECO";56103;"MERCADO PAULINE LTDA.";"MORRO DA FUMACA";910009;2010-09-10;2010-10-04;NULL;3.00;40.68;122.04;81396;"COPO CP180BES/ABNT 2500UC LINHA OURO";4.950;COPO
1465;"ALEXANDRE PACHECO";56103;"MERCADO PAULINE LTDA.";"MORRO DA FUMACA";910009;2010-09-10;2010-10-04;NULL;3.00;36.36;109.08;89222;"PRATO PR210/3 500UC";3.000;PRATO
1465;"ALEXANDRE PACHECO";56103;"MERCADO PAULINE LTDA.";"MORRO DA FUMACA";910009;2010-09-10;2010-10-04;NULL;2.00;39.09;78.18;89230;"PRATO PR260/3 250UC";3.250;PRATO
1465;"ALEXANDRE PACHECO";56103;"MERCADO PAULINE LTDA.";"MORRO DA FUMACA";910009;2010-09-10;2010-10-04;NULL;2.00;27.83;55.66;89575;"COPO CP250T/ABNT 1000UC (TULIPA)";2.750;COPO
1465;"ALEXANDRE PACHECO";56103;"MERCADO PAULINE LTDA.";"MORRO DA FUMACA";910009;2010-09-10;2010-10-04;NULL;2.00;33.63;67.26;97152;"COPO CB80ES/ABNT 2500UC";3.500;COPO
1465;"ALEXANDRE PACHECO";56642;"AMARETTI BEBIDAS LTDA.";ICARA;910012;2010-09-10;2010-09-13;NULL;5.00;45.00;225.00;89508;"COPO CP400T/ABNT 1000UC";5.000;COPO
1465;"ALEXANDRE PACHECO";61999;"BISTEK SUPERMERCADOS LTDA.";"NOVA VENEZA";909998;2010-09-03;2010-10-26;NULL;15.00;121.21;1818.15;5916;"COPO CP330BI003 2000UC  BISTEK";8.000;COPO
1465;"ALEXANDRE PACHECO";89818;"REAL SUCOS LTDA.";FORTALEZA;985474;2010-09-08;2010-09-20;NULL;5.00;51.65;258.25;89427;"COPO CP200TES/ABNT 2500UC LINHA OURO";5.500;COPO
1465;"ALEXANDRE PACHECO";89818;"REAL SUCOS LTDA.";FORTALEZA;985474;2010-09-08;2010-09-20;NULL;40.00;68.00;2720.00;89540;"COPO CP500T/ABNT 1000UC";6.300;COPO
1465;"ALEXANDRE PACHECO";99244;"BIG BOM SORVETES LTDA.ME.";ARARANGUA;910003;2010-09-08;2010-11-22;NULL;40.00;79.00;3160.00;91251;"POTE PP160TI000 BIG BOM COLEGIAL DUENDES";5.000;POTE
1465;"ALEXANDRE PACHECO";99244;"BIG BOM SORVETES LTDA.ME.";ARARANGUA;910003;2010-09-08;2010-11-22;NULL;40.00;47.70;1908.00;91553;"TAMPA TP75TL001 1000UC";2.000;TAMPA
1465;"ALEXANDRE PACHECO";155365;"IZANINO BARCELOS JUNIOR ME";CRICIUMA;541422;2010-09-01;2010-09-04;NULL;20.00;29.70;594.00;89222;"PRATO PR210/3 500UC";3.000;PRATO
1465;"ALEXANDRE PACHECO";157392;"DISTRIBUIDORA DE ALIM E BEB TAVARES LTDA";CRICIUMA;910001;2010-09-08;2010-09-11;NULL;50.00;56.50;2825.00;85944;"COPO CP300T/ABNT 2000UC LINHA OURO";6.600;COPO
1465;"ALEXANDRE PACHECO";222895;"COMERCIAL VIGOR LTDA";"BALNEARIO GAIVOTA";910010;2010-09-10;2010-09-20;NULL;5.00;57.00;285.00;85944;"COPO CP300T/ABNT 2000UC LINHA OURO";6.600;COPO
1465;"ALEXANDRE PACHECO";222895;"COMERCIAL VIGOR LTDA";"BALNEARIO GAIVOTA";910010;2010-09-10;2010-09-20;NULL;5.00;33.60;168.00;89222;"PRATO PR210/3 500UC";3.000;PRATO
1465;"ALEXANDRE PACHECO";222895;"COMERCIAL VIGOR LTDA";"BALNEARIO GAIVOTA";910010;2010-09-10;2010-09-20;NULL;1.00;43.78;43.78;89435;"COPO CP180TES/ABNT 2500UC LINHA OURO";4.950;COPO
1465;"ALEXANDRE PACHECO";243728;"SG SORVETES LTDA.";ICARA;909996;2010-09-02;2010-09-06;NULL;38.00;95.30;3621.40;12572;"POTE PP400BI000/2 1000UC COPAO ESKIMO";6.500;POTE
1465;"ALEXANDRE PACHECO";243728;"SG SORVETES LTDA.";ICARA;909996;2010-09-02;2010-09-06;NULL;40.00;50.10;2004.00;65773;"TAMPA TP100T0003 TRANSP. C/ MANGA 1000UC";3.300;TAMPA
1465;"ALEXANDRE PACHECO";243728;"SG SORVETES LTDA.";ICARA;909997;2010-09-02;2011-02-28;NULL;400.00;95.30;38120.00;12572;"POTE PP400BI000/2 1000UC COPAO ESKIMO";6.500;POTE
1465;"ALEXANDRE PACHECO";243728;"SG SORVETES LTDA.";ICARA;909997;2010-09-02;2011-02-28;NULL;420.00;50.10;21042.00;65773;"TAMPA TP100T0003 TRANSP. C/ MANGA 1000UC";3.300;TAMPA
1465;"ALEXANDRE PACHECO";243728;"SG SORVETES LTDA.";ICARA;909997;2010-09-02;2011-02-28;NULL;1.00;48.00;48.00;77828;"TAMPA TS06/1 2000UC";2.400;TAMPA
1465;"ALEXANDRE PACHECO";243728;"SG SORVETES LTDA.";ICARA;910004;2010-09-08;2011-02-25;NULL;250.00;95.30;23825.00;12572;"POTE PP400BI000/2 1000UC COPAO ESKIMO";6.500;POTE
1465;"ALEXANDRE PACHECO";243728;"SG SORVETES LTDA.";ICARA;910004;2010-09-08;2011-02-25;NULL;250.00;50.10;12525.00;65773;"TAMPA TP100T0003 TRANSP. C/ MANGA 1000UC";3.300;TAMPA
1465;"ALEXANDRE PACHECO";243728;"SG SORVETES LTDA.";ICARA;910005;2010-09-08;2010-11-30;NULL;200.00;95.30;19060.00;12572;"POTE PP400BI000/2 1000UC COPAO ESKIMO";6.500;POTE
1465;"ALEXANDRE PACHECO";243728;"SG SORVETES LTDA.";ICARA;910005;2010-09-08;2010-11-30;NULL;200.00;50.10;10020.00;65773;"TAMPA TP100T0003 TRANSP. C/ MANGA 1000UC";3.300;TAMPA
1465;"ALEXANDRE PACHECO";243728;"SG SORVETES LTDA.";ICARA;910006;2010-09-08;2010-12-01;NULL;200.00;95.30;19060.00;12572;"POTE PP400BI000/2 1000UC COPAO ESKIMO";6.500;POTE
1465;"ALEXANDRE PACHECO";243728;"SG SORVETES LTDA.";ICARA;910006;2010-09-08;2010-12-01;NULL;200.00;50.10;10020.00;65773;"TAMPA TP100T0003 TRANSP. C/ MANGA 1000UC";3.300;TAMPA
1465;"ALEXANDRE PACHECO";243728;"SG SORVETES LTDA.";ICARA;910007;2010-09-08;2010-12-16;NULL;200.00;95.30;19060.00;12572;"POTE PP400BI000/2 1000UC COPAO ESKIMO";6.500;POTE
1465;"ALEXANDRE PACHECO";243728;"SG SORVETES LTDA.";ICARA;910007;2010-09-08;2010-12-16;NULL;205.00;50.10;10270.50;65773;"TAMPA TP100T0003 TRANSP. C/ MANGA 1000UC";3.300;TAMPA
1465;"ALEXANDRE PACHECO";243728;"SG SORVETES LTDA.";ICARA;910008;2010-09-08;2010-12-20;NULL;200.00;95.30;19060.00;12572;"POTE PP400BI000/2 1000UC COPAO ESKIMO";6.500;POTE
1465;"ALEXANDRE PACHECO";243728;"SG SORVETES LTDA.";ICARA;910008;2010-09-08;2010-12-20;NULL;200.00;50.10;10020.00;65773;"TAMPA TP100T0003 TRANSP. C/ MANGA 1000UC";3.300;TAMPA
1465;"ALEXANDRE PACHECO";268119;"UNIMED CRICIUMA COOP TRAB MED REG CARBON";CRICIUMA;124545;2010-09-02;2010-09-13;NULL;7.00;41.25;288.75;81396;"COPO CP180BES/ABNT 2500UC LINHA OURO";4.950;COPO
1465;"ALEXANDRE PACHECO";268127;"UNIMED CRICIUMA COOP TRAB MED REG CARBON";CRICIUMA;268222;2010-09-01;2010-09-04;NULL;12.00;45.04;540.48;81396;"COPO CP180BES/ABNT 2500UC LINHA OURO";4.950;COPO
1465;"ALEXANDRE PACHECO";268127;"UNIMED CRICIUMA COOP TRAB MED REG CARBON";CRICIUMA;268222;2010-09-01;2010-09-04;NULL;2.00;63.00;126.00;81736;"POTE PP120T0000 2000UC";5.200;POTE
1465;"ALEXANDRE PACHECO";268127;"UNIMED CRICIUMA COOP TRAB MED REG CARBON";CRICIUMA;268222;2010-09-01;2010-09-04;NULL;4.00;36.00;144.00;91553;"TAMPA TP75TL001 1000UC";2.000;TAMPA
1465;"ALEXANDRE PACHECO";268127;"UNIMED CRICIUMA COOP TRAB MED REG CARBON";CRICIUMA;909994;2010-09-02;2010-09-05;NULL;12.00;45.04;540.48;81396;"COPO CP180BES/ABNT 2500UC LINHA OURO";4.950;COPO
1465;"ALEXANDRE PACHECO";268127;"UNIMED CRICIUMA COOP TRAB MED REG CARBON";CRICIUMA;909994;2010-09-02;2010-09-05;NULL;2.00;63.00;126.00;81736;"POTE PP120T0000 2000UC";5.200;POTE
1465;"ALEXANDRE PACHECO";268127;"UNIMED CRICIUMA COOP TRAB MED REG CARBON";CRICIUMA;909994;2010-09-02;2010-09-05;NULL;4.00;36.00;144.00;91553;"TAMPA TP75TL001 1000UC";2.000;TAMPA
1465;"ALEXANDRE PACHECO";272558;"R L B DE QUEIROZ FILHO ME.";FORTALEZA;932584;2010-09-02;2010-10-04;NULL;10.00;60.30;603.00;65811;"TAMPA TP101T0003 TRANSP. C/ MANGA 1000UC";3.300;TAMPA
1465;"ALEXANDRE PACHECO";272558;"R L B DE QUEIROZ FILHO ME.";FORTALEZA;932584;2010-09-02;2010-10-04;NULL;10.00;90.20;902.00;81361;"POTE PP500T0004/2 1000UC";6.500;POTE
1465;"ALEXANDRE PACHECO";272558;"R L B DE QUEIROZ FILHO ME.";FORTALEZA;963284;2010-09-02;2010-09-20;NULL;15.00;48.20;723.00;71730;"POTE PP160T0001/1 1000UC MANGA";4.000;POTE
1465;"ALEXANDRE PACHECO";272558;"R L B DE QUEIROZ FILHO ME.";FORTALEZA;963284;2010-09-02;2010-09-20;NULL;15.00;37.30;559.50;71765;"TAMPA TP25T0001/1 1000UC MANGA";2.000;TAMPA
1465;"ALEXANDRE PACHECO";277860;"MOVEIS CORREA BACK LTDA";CRICIUMA;909995;2010-09-02;2010-10-25;NULL;20.00;110.00;2200.00;876;"COPO CP330BI003 2000UC CORREA BACK";8.000;COPO
1465;"ALEXANDRE PACHECO";278025;"JC SUPRIMENTOS LTDA - ME.";CRICIUMA;910011;2010-09-10;2010-09-21;NULL;3.00;37.00;111.00;70106;"COPO CZ50C/ABNT 50ML 5000UC";3.750;COPO
1465;"ALEXANDRE PACHECO";278025;"JC SUPRIMENTOS LTDA - ME.";CRICIUMA;910011;2010-09-10;2010-09-21;NULL;4.00;45.00;180.00;81396;"COPO CP180BES/ABNT 2500UC LINHA OURO";4.950;COPO
1465;"ALEXANDRE PACHECO";286630;"IMBITUBA ATLETICO CLUBE";IMBITUBA;910000;2010-09-03;2010-09-21;NULL;6.00;61.80;370.80;85944;"COPO CP300T/ABNT 2000UC LINHA OURO";6.600;COPO
1465;"ALEXANDRE PACHECO";286630;"IMBITUBA ATLETICO CLUBE";IMBITUBA;910000;2010-09-03;2010-09-21;NULL;2.00;35.00;70.00;89222;"PRATO PR210/3 500UC";3.000;PRATO
1465;"ALEXANDRE PACHECO";286630;"IMBITUBA ATLETICO CLUBE";IMBITUBA;910000;2010-09-03;2010-09-21;NULL;6.00;47.80;286.80;89435;"COPO CP180TES/ABNT 2500UC LINHA OURO";4.950;COPO
1465;"ALEXANDRE PACHECO";286630;"IMBITUBA ATLETICO CLUBE";IMBITUBA;910000;2010-09-03;2010-09-21;NULL;1.00;31.90;31.90;89575;"COPO CP250T/ABNT 1000UC (TULIPA)";2.750;COPO
1465;"ALEXANDRE PACHECO";289582;"ASSOCIACAO DO SHOPPING ARAVEST";ARARANGUA;587411;2010-09-01;2010-09-04;NULL;8.00;37.80;302.40;70106;"COPO CZ50C/ABNT 50ML 5000UC";3.750;COPO
1465;"ALEXANDRE PACHECO";289582;"ASSOCIACAO DO SHOPPING ARAVEST";ARARANGUA;587411;2010-09-01;2010-09-04;NULL;3.00;34.80;104.40;89222;"PRATO PR210/3 500UC";3.000;PRATO
1465;"ALEXANDRE PACHECO";289582;"ASSOCIACAO DO SHOPPING ARAVEST";ARARANGUA;587411;2010-09-01;2010-09-04;NULL;15.00;46.98;704.70;89435;"COPO CP180TES/ABNT 2500UC LINHA OURO";4.950;COPO
1473;"GONCALVES & ALMEIDA LTDA";25470;"J MOREIRA EMBALAGENS LTDA";"CAMPO GRANDE";551211;2010-09-03;2010-10-04;NULL;50.00;43.20;2160.00;86800;"TAMPA TT79F/1 2000UC TRANSPARENTE FURADA";2.800;TAMPA
1473;"GONCALVES & ALMEIDA LTDA";25470;"J MOREIRA EMBALAGENS LTDA";"CAMPO GRANDE";551211;2010-09-03;2010-10-04;NULL;100.00;28.90;2890.00;94374;"COPO CP330TL003/1 1000UC - ABNT";3.630;COPO
1538;"SOWAL REPRESENTACOES LTDA.";19704;"DISTR.NACIONAL DE PAPEL EMBALAGENS LTDA.";CONTAGEM;623461;2010-09-10;2010-09-20;NULL;100.00;28.00;2800.00;89575;"COPO CP250T/ABNT 1000UC (TULIPA)";2.750;COPO
1538;"SOWAL REPRESENTACOES LTDA.";32158;"B.A.INDUSTRIAL LTDA";"PARA DE MINAS";666552;2010-09-08;2011-05-15;NULL;150.00;166.00;24900.00;44431;"POTE PP500BI000 TEMP NAPANELA ALHO SAL";13.500;POTE
1538;"SOWAL REPRESENTACOES LTDA.";32158;"B.A.INDUSTRIAL LTDA";"PARA DE MINAS";666552;2010-09-08;2011-05-15;NULL;150.00;52.00;7800.00;65803;"TAMPA TP101B0003 BRANCA C/ MANGA 1000UC";3.300;TAMPA
1538;"SOWAL REPRESENTACOES LTDA.";32158;"B.A.INDUSTRIAL LTDA";"PARA DE MINAS";666553;2010-09-08;2011-04-15;NULL;100.00;166.00;16600.00;44431;"POTE PP500BI000 TEMP NAPANELA ALHO SAL";13.500;POTE
1538;"SOWAL REPRESENTACOES LTDA.";32158;"B.A.INDUSTRIAL LTDA";"PARA DE MINAS";666553;2010-09-08;2011-04-15;NULL;50.00;166.00;8300.00;45047;"POTE PP500BI000 TEMP. NAPANELA C/PIMENTA";13.500;POTE
1538;"SOWAL REPRESENTACOES LTDA.";32158;"B.A.INDUSTRIAL LTDA";"PARA DE MINAS";666553;2010-09-08;2011-04-15;NULL;140.00;52.00;7280.00;65803;"TAMPA TP101B0003 BRANCA C/ MANGA 1000UC";3.300;TAMPA
1538;"SOWAL REPRESENTACOES LTDA.";32158;"B.A.INDUSTRIAL LTDA";"PARA DE MINAS";666554;2010-09-08;2011-03-07;NULL;110.00;166.00;18260.00;44431;"POTE PP500BI000 TEMP NAPANELA ALHO SAL";13.500;POTE
1538;"SOWAL REPRESENTACOES LTDA.";32158;"B.A.INDUSTRIAL LTDA";"PARA DE MINAS";666554;2010-09-08;2011-03-07;NULL;110.00;52.00;5720.00;65803;"TAMPA TP101B0003 BRANCA C/ MANGA 1000UC";3.300;TAMPA
1538;"SOWAL REPRESENTACOES LTDA.";32158;"B.A.INDUSTRIAL LTDA";"PARA DE MINAS";666555;2010-09-08;2011-03-14;NULL;100.00;166.00;16600.00;44431;"POTE PP500BI000 TEMP NAPANELA ALHO SAL";13.500;POTE
1538;"SOWAL REPRESENTACOES LTDA.";32158;"B.A.INDUSTRIAL LTDA";"PARA DE MINAS";666555;2010-09-08;2011-03-14;NULL;120.00;52.00;6240.00;65803;"TAMPA TP101B0003 BRANCA C/ MANGA 1000UC";3.300;TAMPA
1538;"SOWAL REPRESENTACOES LTDA.";32158;"B.A.INDUSTRIAL LTDA";"PARA DE MINAS";666555;2010-09-08;2011-03-14;NULL;20.00;166.00;3320.00;91502;"POTE PP500BI000 TEM.NAPANELA SEM PIMENTA";13.500;POTE
1538;"SOWAL REPRESENTACOES LTDA.";51063;"LUCIANO PREISSER ME.";"SETE LAGOAS";544999;2010-09-08;2010-10-03;NULL;20.00;157.50;3150.00;48208;"POTE PP450BI000/1 1000UC TEMPERITO";10.000;POTE
1538;"SOWAL REPRESENTACOES LTDA.";51063;"LUCIANO PREISSER ME.";"SETE LAGOAS";544999;2010-09-08;2010-10-03;NULL;20.00;57.75;1155.00;65803;"TAMPA TP101B0003 BRANCA C/ MANGA 1000UC";3.300;TAMPA
1538;"SOWAL REPRESENTACOES LTDA.";91375;"EMBLS.ITABIRA LTDA";ITABIRA;989875;2010-09-08;2010-09-27;NULL;5.00;58.00;290.00;65773;"TAMPA TP100T0003 TRANSP. C/ MANGA 1000UC";3.300;TAMPA
1538;"SOWAL REPRESENTACOES LTDA.";91375;"EMBLS.ITABIRA LTDA";ITABIRA;989875;2010-09-08;2010-09-27;NULL;20.00;90.00;1800.00;71838;"POTE PP450T0001/1 1000UC MANGA 7,5 GR";7.500;POTE
1538;"SOWAL REPRESENTACOES LTDA.";128554;"TOC FRIO SORVETES LTDA.ME.";ITAUNA;553464;2010-09-08;2010-10-18;NULL;20.00;104.50;2090.00;3417;"POTE PP120BI000/1 SORVETE TOC FRIO 2009";5.200;POTE
1538;"SOWAL REPRESENTACOES LTDA.";128554;"TOC FRIO SORVETES LTDA.ME.";ITAUNA;553464;2010-09-08;2010-10-18;NULL;25.00;48.00;1200.00;83704;"TAMPA TP25T0001/2 1000UC";3.200;TAMPA
1538;"SOWAL REPRESENTACOES LTDA.";142484;"BAZAR GURI LTDA";FORMIGA;675755;2010-09-08;2010-09-20;NULL;10.00;55.20;552.00;85944;"COPO CP300T/ABNT 2000UC LINHA OURO";6.600;COPO
1538;"SOWAL REPRESENTACOES LTDA.";142484;"BAZAR GURI LTDA";FORMIGA;675755;2010-09-08;2010-09-20;NULL;5.00;46.00;230.00;89427;"COPO CP200TES/ABNT 2500UC LINHA OURO";5.500;COPO
1538;"SOWAL REPRESENTACOES LTDA.";164062;"ASPACK DIST.LTDA.";CONTAGEM;554544;2010-09-08;2010-09-20;NULL;100.00;48.40;4840.00;73490;"COPO CP200BES/ABNT 2500UC LINHA OURO";5.500;COPO
1538;"SOWAL REPRESENTACOES LTDA.";209066;"VILACA COML.LTDA.";"BELO HORIZONTE";665458;2010-09-08;2010-09-11;NULL;10.00;37.40;374.00;77267;"POTE PB250P0001/1 1000UC";3.200;POTE
1538;"SOWAL REPRESENTACOES LTDA.";209066;"VILACA COML.LTDA.";"BELO HORIZONTE";665458;2010-09-08;2010-09-11;NULL;10.00;37.40;374.00;77275;"POTE PT250P0001/1 1000UC";3.200;POTE
1538;"SOWAL REPRESENTACOES LTDA.";209066;"VILACA COML.LTDA.";"BELO HORIZONTE";665458;2010-09-08;2010-09-11;NULL;15.00;34.10;511.50;94374;"COPO CP330TL003/1 1000UC - ABNT";3.630;COPO
1538;"SOWAL REPRESENTACOES LTDA.";236446;"MACOVIL COMERCIAL LTDA.";"BELO HORIZONTE";776642;2010-09-08;2010-09-11;NULL;10.00;37.40;374.00;77267;"POTE PB250P0001/1 1000UC";3.200;POTE
1538;"SOWAL REPRESENTACOES LTDA.";236446;"MACOVIL COMERCIAL LTDA.";"BELO HORIZONTE";776642;2010-09-08;2010-09-11;NULL;10.00;37.40;374.00;77275;"POTE PT250P0001/1 1000UC";3.200;POTE
1538;"SOWAL REPRESENTACOES LTDA.";236446;"MACOVIL COMERCIAL LTDA.";"BELO HORIZONTE";776642;2010-09-08;2010-09-11;NULL;15.00;34.10;511.50;94374;"COPO CP330TL003/1 1000UC - ABNT";3.630;COPO
1538;"SOWAL REPRESENTACOES LTDA.";252573;"AROLDO S.D.LARA";"BELO HORIZONTE";655549;2010-09-08;2010-09-11;NULL;40.00;43.75;1750.00;94374;"COPO CP330TL003/1 1000UC - ABNT";3.630;COPO
1538;"SOWAL REPRESENTACOES LTDA.";262889;"IRMAOS BRETAS, FILHOS & CIA.LTDA.";"RIBEIRAO DAS NEVES";987659;2010-09-10;2010-10-12;NULL;9.00;45.30;407.70;77275;"POTE PT250P0001/1 1000UC";3.200;POTE
1538;"SOWAL REPRESENTACOES LTDA.";262889;"IRMAOS BRETAS, FILHOS & CIA.LTDA.";"RIBEIRAO DAS NEVES";987659;2010-09-10;2010-10-12;NULL;16.00;55.00;880.00;89508;"COPO CP400T/ABNT 1000UC";5.000;COPO
1538;"SOWAL REPRESENTACOES LTDA.";262889;"IRMAOS BRETAS, FILHOS & CIA.LTDA.";"RIBEIRAO DAS NEVES";987659;2010-09-10;2010-10-12;NULL;81.00;44.00;3564.00;89575;"COPO CP250T/ABNT 1000UC (TULIPA)";2.750;COPO
1538;"SOWAL REPRESENTACOES LTDA.";262889;"IRMAOS BRETAS, FILHOS & CIA.LTDA.";"RIBEIRAO DAS NEVES";987659;2010-09-10;2010-10-12;NULL;109.00;44.00;4796.00;94374;"COPO CP330TL003/1 1000UC - ABNT";3.630;COPO
1538;"SOWAL REPRESENTACOES LTDA.";268720;"CEMA CENTRAL MINEIRA ATACADISTA LTDA";"RIBEIRAO DAS NEVES";987651;2010-09-10;2010-10-04;NULL;24.00;45.69;1096.56;89508;"COPO CP400T/ABNT 1000UC";5.000;COPO
